Route_name,Activity,Starting_Point,Distance,Elevation_gain,Rank1,Rank2,ImageUrl1,ImageUrl2,ImageUrl3
Beuda-El Castellot-Sant Llorenç de Sous-Mare de Deu del Mont-Falgars-Segueró,Senderisme,"a prop de Beuda, Catalunya (España)","16,17km",885m,86,5.0,https://s2.wklcdn.com/image_11/346608/23372553/14836418.400x300.jpg,https://s2.wklcdn.com/image_11/346608/23372553/14836421.400x300.jpg,https://s0.wklcdn.com/image_11/346608/23372554/14836422.400x300.jpg
"Anserall, Morters, Estelareny, Farrera dels Llops, Sta Agnes, Farga Moles, Arcavell, Sta Eugínia i Calbinyà pels Camins Vells",Senderisme,"a prop de Anserall, Catalunya (España)","22,82km",1128m,86,5.0,https://s1.wklcdn.com/image_32/961503/18156069/27603133.400x300.jpg,https://s1.wklcdn.com/image_32/961503/18156069/27603157.400x300.jpg,https://s2.wklcdn.com/image_32/961503/18156069/27603179.400x300.jpg
170216 Fontcalda. Des de Prat de Compte ( GR 171 ) i tornant per Bot ( PR ),Senderisme,"a prop de Prat de Comte, Catalunya (España)","16,73km",480m,86,5.0,https://s1.wklcdn.com/image_3/106466/16438198/10309636.400x300.jpg,https://s2.wklcdn.com/image_3/106466/16438198/10309637.400x300.jpg,https://s0.wklcdn.com/image_3/106466/16438198/10309638.400x300.jpg
"Tossa- Pels coriols d'en Joan 'Pescador',01-MAY-14",Senderisme,"a prop de Tossa de Mar, Catalunya (España)","9,50km",477m,86,4.44,https://s0.wklcdn.com/image_1/42322/6771538/3787962.400x300.jpg,https://s0.wklcdn.com/image_1/42322/6771538/3788007.400x300.jpg,https://s1.wklcdn.com/image_1/42322/6771538/3788032.400x300.jpg
Sant Andreu de Pruit-Mare de Déu de Cabrera-Pla d'Aiats-Puig de la Bastida-Pruit,Senderisme,"a prop de Pruit, Catalunya (España)","17,61km",710m,86,5.0,https://s0.wklcdn.com/image_1/45562/6370824/3509493.400x300.jpg,https://s1.wklcdn.com/image_1/45562/6370824/3509494.400x300.jpg,https://s0.wklcdn.com/image_1/45562/6370824/3509499.400x300.jpg
100831 100 Cims. Els PORTS. GR7-Coll Enrejolada- 'L'ESPINA'-Font del Teix-GR7 des de Sant ROC (Paüls),Senderisme,"a prop de Paüls, Catalunya (España)","14,51km",907m,86,5.0,https://s2.wklcdn.com/image_3/106466/1138612/4795643.400x300.jpg,https://s0.wklcdn.com/image_3/106466/1138612/4795644.400x300.jpg,https://s2.wklcdn.com/image_3/106466/1138612/4795646.400x300.jpg
Pic de Ventolau,Senderisme,"a prop de Tabescán, Catalunya (España)","9,05km",1222m,86,4.5,https://s0.wklcdn.com/image_0/21584/27641624/17646819.400x300.jpg,https://s1.wklcdn.com/image_0/21584/27641624/17646832.400x300.jpg,https://s1.wklcdn.com/image_0/21584/27641624/17646841.400x300.jpg
"141030 100 Cims (E). ' Mola de Colldejou ' . Camí Recingle, Canal del Roc i Morral d'en Voltes",Senderisme,"a prop de Colldejou, Catalunya (España)","11,23km",839m,86,4.67,https://s1.wklcdn.com/image_3/106466/8148122/4722436.400x300.jpg,https://s2.wklcdn.com/image_3/106466/8148122/4722437.400x300.jpg,https://s0.wklcdn.com/image_3/106466/8148122/4722438.400x300.jpg
"Sords, Borgonyà, Pujals dels Cavallers, Pujals dels Pagesos, Sant Mer i Santa Llogaia de Terri",Senderisme,"a prop de Cornellà del Terri, Catalunya (España)","15,84km",226m,86,4.89,https://s2.wklcdn.com/image_27/821139/25072879/16007108.400x300.jpg,https://s0.wklcdn.com/image_27/821139/25072879/16007139.400x300.jpg,https://s1.wklcdn.com/image_27/821139/25072879/16007149.400x300.jpg
Seva. Ruta dels Molins.,Senderisme,"a prop de Seva, Catalunya (España)","5,42km",102m,86,4.84,https://s0.wklcdn.com/image_46/1386641/67914015/44764845.400x300.jpg,https://s2.wklcdn.com/image_46/1386641/67914015/44764865.400x300.jpg,https://s1.wklcdn.com/image_46/1386641/67914015/44764879.400x300.jpg
Búnquers de Martinet (II). Cerca de búnquers de la Línia Pirineus. Centre de Resistència 53,Senderisme,"a prop de Martinet, Catalunya (España)","11,10km",451m,86,4.11,https://s0.wklcdn.com/image_22/684442/31033174/19911708.400x300.jpg,https://s1.wklcdn.com/image_22/684442/31033174/19911784.400x300.jpg,https://s2.wklcdn.com/image_22/684442/31033174/19911929.400x300.jpg
Església de Sant Cebrià de la Móra per Collformic i el Pla de la Calma (Osona-Vallès Oriental),Senderisme,"a prop de El Brull, Catalunya (España)","9,95km",262m,86,4.17,https://s1.wklcdn.com/image_40/1205870/44630130/29331961.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/44630130/29331983.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/44630130/29331995.400x300.jpg
"144. Senderisme en tren: circular pel riu Glorieta des d'Alcover passant pel Niu d'Àliga, Fonts del Glorieta i les Virtuts",Senderisme,"a prop de Alcover, Catalunya (España)","18,20km",626m,86,5.0,https://s0.wklcdn.com/image_14/438461/14085334/8732931.400x300.jpg,https://s1.wklcdn.com/image_14/438461/14085334/8732935.400x300.jpg,https://s0.wklcdn.com/image_14/438461/14085334/8732937.400x300.jpg
"Puig de les Morreres, Cap de la Gespeguera, Pedró dels Quatre Batlles i Tossal de l´Estivella (circular Port del Comte)",Senderisme,"a prop de La Coma, Catalunya (España)","21,79km",1167m,86,5.0,https://s2.wklcdn.com/image_15/464080/5419103/2852825.400x300.jpg,https://s1.wklcdn.com/image_15/464080/5419103/2852827.400x300.jpg,https://s0.wklcdn.com/image_15/464080/5419103/2852829.400x300.jpg
Casa Nova Obac-Font i Gorg del Conill-Font Llaminers-Font Carlets-Font Barbotera-Les Boades i Font-Castell Bocs-Font Lladre-Obac,Senderisme,"a prop de La Bauma, Catalunya (España)","16,30km",671m,86,4.84,https://s1.wklcdn.com/image_64/1920216/63787852/42352327.400x300.jpg,https://s0.wklcdn.com/image_64/1920216/63787852/42352329.400x300.jpg,https://s1.wklcdn.com/image_64/1920216/63787852/42352333.400x300.jpg
"Darnius: Dolmen de Puig de Caneres, Sant Esteve del Llop i miradors de la Tortuga i del Serrat del Sentinella",Senderisme,"a prop de Darnius, Catalunya (España)","10,54km",322m,86,5.0,https://s2.wklcdn.com/image_15/474836/42430177/27651584.400x300.jpg,https://s0.wklcdn.com/image_15/474836/42430177/27651594.400x300.jpg,https://s2.wklcdn.com/image_15/474836/42430177/27651599.400x300.jpg
"Creu de Gurb, Bosc Encantat i esglésies de St Andreu, St Joan de Galí, St Sebastià, St Julià Sassorba i St Roc (PR-C 41)",Senderisme,"a prop de Vespella, Catalunya (España)","20,29km",714m,86,4.67,https://s0.wklcdn.com/image_32/961503/35260310/22771371.400x300.jpg,https://s0.wklcdn.com/image_32/961503/35260310/22771410.400x300.jpg,https://s0.wklcdn.com/image_32/961503/35260310/22771416.400x300.jpg
MONTSANT. Cartoixa d'Escaladei - Serra Major (pels Graus de l'Escletxa i de Salfores),Senderisme,"a prop de la Morera de Montsant, Catalunya (España)","14,88km",1215m,86,5.0,https://s1.wklcdn.com/image_8/246636/12592766/7738942.400x300.jpg,https://s1.wklcdn.com/image_8/246636/12592766/7738951.400x300.jpg,https://s2.wklcdn.com/image_8/246636/12592766/7738964.400x300.jpg
"Camí ral, Mina dels bandolers i gorgs del Torrent del Puig",Senderisme,"a prop de els Hostalets d'en Bas, Catalunya (España)","10,61km",540m,86,4.84,https://s0.wklcdn.com/image_11/348006/33773905/21893685.400x300.jpg,https://s2.wklcdn.com/image_11/348006/33773905/21893693.400x300.jpg,https://s1.wklcdn.com/image_11/348006/33773905/21893698.400x300.jpg
Savassona,Senderisme,"a prop de Tavèrnoles, Catalunya (España)","11,08km",336m,86,4.78,https://s1.wklcdn.com/image_0/21584/59429242/39650581.400x300.jpg,https://s0.wklcdn.com/image_0/21584/59429242/39650583.400x300.jpg,https://s2.wklcdn.com/image_0/21584/59429242/39650585.400x300.jpg
Turó de Magarola (430 m.) - Barcelonès/Vallès Occidental - 100 cims,Senderisme,"a prop de Sant Genís dels Agudells, Catalunya (España)","5,43km",238m,86,4.75,https://s0.wklcdn.com/image_93/2817242/57216232/38234724.400x300.jpg,https://s0.wklcdn.com/image_93/2817242/57216233/38234790.400x300.jpg,https://s2.wklcdn.com/image_93/2817242/57216234/38234891.400x300.jpg
Castellcir ( Castell de Popa ) i Castell de Sant Martí de Centelles,Senderisme,"a prop de Centelles, Catalunya (España)","13,70km",541m,86,4.58,https://s0.wklcdn.com/image_1/37954/8195560/4756494.400x300.jpg,https://s1.wklcdn.com/image_1/37954/8195560/4756501.400x300.jpg,https://s2.wklcdn.com/image_1/37954/8195560/4756505.400x300.jpg
Rellinars - Riera de Rellinars - Les Fonts - Castell de Bocs - Torrent de l'Esbarzer,Senderisme,"a prop de Rellinars, Catalunya (España)","16,11km",663m,86,4.55,https://s2.wklcdn.com/image_40/1207187/16586219/10405439.400x300.jpg,https://s1.wklcdn.com/image_40/1207187/16586219/10405444.400x300.jpg,https://s0.wklcdn.com/image_40/1207187/16586219/10405449.400x300.jpg
"120307 Els PORTS (Paüls). Als Montsagres d'Horta i Paüls pel Vacarissal, Coll d'Atans i el GR 171.",Senderisme,"a prop de Paüls, Catalunya (España)","13,34km",883m,86,4.84,https://s0.wklcdn.com/image_3/106466/2572133/1009875.400x300.jpg,https://s1.wklcdn.com/image_3/106466/2572133/1009876.400x300.jpg,https://s2.wklcdn.com/image_3/106466/2572133/1009877.400x300.jpg
De Lloret de Mar a Blanes per la costa,Senderisme,"a prop de Lloret de Mar, Catalunya (España)","8,07km",406m,86,5.0,https://s0.wklcdn.com/image_23/704442/16406562/10288944.400x300.jpg,https://s2.wklcdn.com/image_23/704442/16406562/10288946.400x300.jpg,https://s0.wklcdn.com/image_23/704442/16406562/10288950.400x300.jpg
"17è Itinerari Megalític a les Gavarres, Cassà de la Selva (Sector Puig Castell, Serra Llarga, Puig Gros, Era de la Llaca)",Senderisme,"a prop de Sant Cebrià de Lledó, Catalunya (España)","8,82km",310m,86,4.56,https://s2.wklcdn.com/image_7/219430/13322660/8220392.400x300.jpg,https://s0.wklcdn.com/image_7/219430/13322660/8220399.400x300.jpg,https://s0.wklcdn.com/image_7/219430/13322660/8220405.400x300.jpg
"020714 El Montmell (861.5 m.), per Juncosa del Montmell",Senderisme,"a prop de Juncosa, Catalunya (España)","11,25km",494m,86,4.5,https://s1.wklcdn.com/image_23/704442/7206926/4087291.400x300.jpg,https://s2.wklcdn.com/image_23/704442/7206926/4087331.400x300.jpg,https://s1.wklcdn.com/image_23/704442/7206926/4087492.400x300.jpg
Parc de Sant Salvador-Sot de Penjacans-Castell i Ermita de Farners-Pas o Cova de l'Os,Senderisme,"a prop de Santa Coloma de Farners, Catalunya (España)","11,55km",482m,86,4.22,https://s2.wklcdn.com/image_1/45562/7003393/3944753.400x300.jpg,https://s0.wklcdn.com/image_1/45562/7003393/3944754.400x300.jpg,https://s0.wklcdn.com/image_1/45562/7003393/3944757.400x300.jpg
180104 100 Cims. Terra Alta. 'Puig Cavaller ' des de la Fonteta.,Senderisme,"a prop de Gandesa, Catalunya (España)","8,28km",320m,86,4.67,https://s1.wklcdn.com/image_3/106466/21864800/13811797.400x300.jpg,https://s2.wklcdn.com/image_3/106466/21864800/13811798.400x300.jpg,https://s0.wklcdn.com/image_3/106466/21864800/13811799.400x300.jpg
St. Julià de Cabrera-Santuari Cabrera-Bores de Massallera-L'Agullola de la Tuta-Morral de Caselles-Cingles d'Aiats- St.Julià,Senderisme,"a prop de el Prat de Sant Julià, Catalunya (España)","15,00km",1107m,86,4.67,https://s1.wklcdn.com/image_0/6374/31748740/20409235.400x300.jpg,https://s0.wklcdn.com/image_0/6374/31748740/20409237.400x300.jpg,https://s0.wklcdn.com/image_0/6374/31748743/20409243.400x300.jpg
Cim de la Coma del Clot i Torreneules per les Collades des de Daió de Baix (Pirineu Oriental),Senderisme,"a prop de Queralbs, Catalunya (España)","20,71km",1808m,86,4.67,https://s2.wklcdn.com/image_15/464080/7325381/4177643.400x300.jpg,https://s0.wklcdn.com/image_15/464080/7325381/4177647.400x300.jpg,https://s2.wklcdn.com/image_15/464080/7325381/4177649.400x300.jpg
200104 Tossal de Maçaners des de les rodalies de Saldes,Senderisme,"a prop de Saldes, Catalunya (España)","8,22km",463m,86,4.84,https://s0.wklcdn.com/image_0/18930/59868345/39936573.400x300.jpg,https://s1.wklcdn.com/image_0/18930/59868345/39936577.400x300.jpg,https://s2.wklcdn.com/image_0/18930/59868345/39936581.400x300.jpg
Balandrau i Puig de Fontlletera pel Coll de la Gralla (Ripollès),Senderisme,"a prop de Tregurà de Dalt, Catalunya (España)","10,64km",809m,86,4.8,https://s0.wklcdn.com/image_40/1205870/14171072/8787051.400x300.jpg,https://s1.wklcdn.com/image_40/1205870/14171072/8787052.400x300.jpg,https://s0.wklcdn.com/image_40/1205870/14171072/8787054.400x300.jpg
La Fageda de Gresolet,Senderisme,"a prop de Saldes, Catalunya (España)","6,96km",376m,86,4.33,https://s2.wklcdn.com/image_23/705773/29855179/19149212.400x300.jpg,https://s0.wklcdn.com/image_23/705773/29855179/19152630.400x300.jpg,https://s1.wklcdn.com/image_23/705773/29855180/19149214.400x300.jpg
Busa: del Rial a la Presó de Busa (Capolatell),Senderisme,"a prop de Sant Llorenç de Morunys, Catalunya (España)","6,35km",124m,86,5.0,https://s0.wklcdn.com/image_142/4281334/28007718/17905650.400x300.jpg,https://s2.wklcdn.com/image_142/4281334/28007718/17905673.400x300.jpg,https://s1.wklcdn.com/image_142/4281334/28007718/17905687.400x300.jpg
"Vall de l’Ingla: Roca de la Moixa per Avetosa, Refugi i Pleta de la Mena, Colls de Vimboca i Pendís i Refugi dels Cortals",Senderisme,"a prop de Bor, Catalunya (España)","16,07km",917m,86,4.84,https://s0.wklcdn.com/image_32/961503/45744101/30100965.400x300.jpg,https://s0.wklcdn.com/image_32/961503/45744101/30100968.400x300.jpg,https://s1.wklcdn.com/image_32/961503/45744101/30100975.400x300.jpg
Lloret de Mar - Ermita de les Alegries.,Senderisme,"a prop de Lloret de Mar, Catalunya (España)","8,42km",230m,86,4.34,https://s1.wklcdn.com/image_23/704442/15271542/9527002.400x300.jpg,https://s2.wklcdn.com/image_23/704442/15271542/9527006.400x300.jpg,https://s1.wklcdn.com/image_23/704442/15271542/9527011.400x300.jpg
200613 PALLEJÀ A SANT ANDREU DE LA BARCA. FONT DE LES ROVIRES I GORG DE LA MOLA.,Senderisme,"a prop de Pallejà, Catalunya (España)","12,44km",350m,86,4.89,https://s2.wklcdn.com/image_48/1451166/52441058/34819739.400x300.jpg,https://s0.wklcdn.com/image_48/1451166/52441058/34819749.400x300.jpg,https://s1.wklcdn.com/image_48/1451166/52441058/34819771.400x300.jpg
Roca Negra-Torre Mora-Platja de Pals-Sa Riera-Castell de Begur-Les Sorreres-Cova del Lladre,Senderisme,"a prop de Mas Pinell, Catalunya (España)","12,49km",338m,86,4.6,https://s2.wklcdn.com/image_0/13796/66535211/43927031.400x300.jpg,https://s0.wklcdn.com/image_0/13796/66535212/43927047.400x300.jpg,https://s0.wklcdn.com/image_0/13796/66535212/43927053.400x300.jpg
Alt de la Pedrosa - Cala Pedrosa - Golf de la Morisca - La Foradada - Cap Castell - Cala Ferriol,Senderisme,"a prop de l'Estartit, Catalunya (España)","8,07km",479m,86,5.0,https://s1.wklcdn.com/image_6/198687/62299656/41422582.400x300.jpg,https://s1.wklcdn.com/image_6/198687/62299656/41422603.400x300.jpg,https://s2.wklcdn.com/image_6/198687/62299656/41422628.400x300.jpg
Matadepera-Turó de les Pedritxes-La Moleta-Les Foradades-Llac Petit-Turó de Sant Joan-Font de Can Roure-Ermita de Can Roure,Senderisme,"a prop de Matadepera, Catalunya (España)","9,69km",520m,86,5.0,https://s1.wklcdn.com/image_6/187422/60656769/40424983.400x300.jpg,https://s2.wklcdn.com/image_6/187422/60656769/40424990.400x300.jpg,https://s2.wklcdn.com/image_6/187422/60656769/40424996.400x300.jpg
Pics de Perafita (2.753 m) i Monturull (2.760 m) des de Pollineres (Cerdanya),Senderisme,"a prop de Arànser, Catalunya (España)","11,47km",805m,86,5.0,https://s1.wklcdn.com/image_40/1205870/27166074/17975752.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/27166074/17975759.400x300.jpg,https://s0.wklcdn.com/image_40/1205870/27166074/17979288.400x300.jpg
170309 Ruta del Cister. Etapa L'Espluga de Francolí - Montblanc,Senderisme,"a prop de L' Espluga de Francolí, Catalunya (España)","14,98km",500m,86,4.84,https://s0.wklcdn.com/image_3/106466/16706015/10496388.400x300.jpg,https://s2.wklcdn.com/image_3/106466/16706016/10496390.400x300.jpg,https://s1.wklcdn.com/image_3/106466/16706016/10496392.400x300.jpg
El Brogit de la Vall La Riba - Mont-ral - Capafonts - Creu Trencada - Farena - La Riba 2017-02-05 9:04 a 2017-02-08 14:02,Senderisme,"a prop de La Riba, Catalunya (España)","91,34km",4255m,86,5.0,https://s0.wklcdn.com/image_1/34039/16366072/10262004.400x300.jpg,https://s1.wklcdn.com/image_1/34039/16366072/10262005.400x300.jpg,https://s2.wklcdn.com/image_1/34039/16366072/10262006.400x300.jpg
St Privat d'en Bas - Salt Sallent - Puig dels Llops - Puigsacalm - Camí Burros - Sta Magdalena - Olletes,Senderisme,"a prop de Sant Privat d'en Bas, Catalunya (España)","14,24km",1032m,86,5.0,https://s1.wklcdn.com/image_14/422327/15391672/9580717.400x300.jpg,https://s2.wklcdn.com/image_14/422327/15391672/9580718.400x300.jpg,https://s1.wklcdn.com/image_14/422327/15391672/9580720.400x300.jpg
"Roc Beneïdor pel Cami Vell d’Estamariu a Bescaran, el Pla de Sorri, la Cabana del Moro i el Cami del Pont",Senderisme,"a prop de Estamariu, Catalunya (España)","19,29km",866m,86,5.0,https://s1.wklcdn.com/image_32/961503/10911843/24928630.400x300.jpg,https://s2.wklcdn.com/image_32/961503/10911843/24928688.400x300.jpg,https://s1.wklcdn.com/image_32/961503/10911843/24928747.400x300.jpg
150111 100 Cims . BAIX CAMP . ' Picorandan ' des de Capafonts,Senderisme,"a prop de Capafonts, Catalunya (España)","9,56km",352m,86,5.0,https://s2.wklcdn.com/image_3/106466/8639059/5080760.400x300.jpg,https://s0.wklcdn.com/image_3/106466/8639059/5080764.400x300.jpg,https://s1.wklcdn.com/image_3/106466/8639059/5080765.400x300.jpg
MASSIS DEL MONTGRÍ-CAU DE LA FIGUERA-CAU DE L'OLIVAR D'EN MARGALL-CAU DE LES DENTS22-FEB-14,Senderisme,"a prop de Torroella de Montgrí, Catalunya (España)","8,55km",493m,86,5.0,https://s2.wklcdn.com/image_6/194434/6205916/3402389.400x300.jpg,https://s0.wklcdn.com/image_6/194434/6205916/3402390.400x300.jpg,https://s1.wklcdn.com/image_6/194434/6205916/3402397.400x300.jpg
"Roca Sareny, Castell de Pera i Marquet de les Roques per masies de la Vall d’Horta i el Riu Ripoll desde Sant Llorenç Savall",Senderisme,"a prop de Sant Llorenç Savall, Catalunya (España)","19,10km",647m,86,4.78,https://s2.wklcdn.com/image_32/961503/22335193/24391502.400x300.jpg,https://s1.wklcdn.com/image_32/961503/22335193/24391513.400x300.jpg,https://s0.wklcdn.com/image_32/961503/22335193/24391521.400x300.jpg
Les Planes d'Hostoles - Les Tres Creus (744 m.) - Sant Joan de les Medes - Roca del Migdia (788 m.) - Les Planes,Senderisme,"a prop de les Planes d'Hostoles, Catalunya (España)","16,84km",674m,86,4.44,https://s1.wklcdn.com/image_1/45562/21602584/13596340.400x300.jpg,https://s1.wklcdn.com/image_1/45562/21602584/13596367.400x300.jpg,https://s2.wklcdn.com/image_1/45562/21602584/13596383.400x300.jpg
168. Senderisme en tren: de St Vicenç de Calders a Torredembarra per l'Arc de Berà seguint el GR-92 (litoral),Senderisme,"a prop de Coma-ruga, Catalunya (España)","14,77km",11m,86,4.84,https://s1.wklcdn.com/image_14/438461/16691797/10479955.400x300.jpg,https://s0.wklcdn.com/image_14/438461/16691797/10479969.400x300.jpg,https://s1.wklcdn.com/image_14/438461/16691797/10479970.400x300.jpg
"Pic dl Vent pel Cami i Cova Ermitans, Gorgs de l'Elies i Pèlags, St Sebastià Montmajor i Poblat Iber",Senderisme,"a prop de Caldes de Montbui, Catalunya (España)","22,40km",1098m,86,4.53,https://s1.wklcdn.com/image_32/961503/8949282/28472629.400x300.jpg,https://s2.wklcdn.com/image_32/961503/8949282/28472636.400x300.jpg,https://s0.wklcdn.com/image_32/961503/8949282/28472643.400x300.jpg
Balmes dels Ferrers i de Can Burres –Pla de Marenyol-Sant Jaume de Barretó-Torrent de Massats-Bufadors del Beví,Senderisme,"a prop de Santa Maria de Besora, Catalunya (España)","15,83km",664m,86,4.84,https://s2.wklcdn.com/image_0/13796/25933082/16561340.400x300.jpg,https://s1.wklcdn.com/image_0/13796/25933083/16561348.400x300.jpg,https://s0.wklcdn.com/image_0/13796/25933083/16561350.400x300.jpg
Montblanc - Prenafeta - Castell de Prenafeta - Coll de Coloma - 1 x 💯 Cims Tossal Gros 867 m. Coll de Prenafeta -,Senderisme,"a prop de Prenafeta, Catalunya (España)","7,99km",444m,86,4.75,https://s2.wklcdn.com/image_139/4172584/66254954/43842431.400x300.jpg,https://s0.wklcdn.com/image_139/4172584/66254954/43842447.400x300.jpg,https://s1.wklcdn.com/image_139/4172584/66254954/43842829.400x300.jpg
"Santuari de l’Esplà per l’Espluga de Cuberes, Solduga, ermites troglodítiques de Sta Coloma i St Martí i el Clot del Miqueló",Senderisme,"a prop de Gerri, Catalunya (España)","13,99km",923m,86,4.67,https://s0.wklcdn.com/image_32/961503/16264304/25667652.400x300.jpg,https://s2.wklcdn.com/image_32/961503/16264304/25667657.400x300.jpg,https://s2.wklcdn.com/image_32/961503/16264304/25667675.400x300.jpg
LES DEUS - Sant Quintí de Mediona. 150615,Senderisme,"a prop de Sant Quintí de Mediona, Catalunya (España)","6,74km",296m,86,4.67,https://s0.wklcdn.com/image_23/704442/9967036/5985078.400x300.jpg,https://s1.wklcdn.com/image_23/704442/9967036/5985103.400x300.jpg,https://s2.wklcdn.com/image_23/704442/9967036/5985143.400x300.jpg
PR-C-128 Els Cingles de Vallcebre,Senderisme,"a prop de Vallcebre, Catalunya (España)","13,20km",611m,86,4.75,https://s2.wklcdn.com/image_5/155338/2418767/1431791.400x300.jpg,https://s2.wklcdn.com/image_5/155338/2418767/1431800.400x300.jpg,https://s0.wklcdn.com/image_5/155338/2418767/1431810.400x300.jpg
"Roca Sareny, Morella, Roca Mur i Pedra d’Àliga pel Castell Pera, 5 Coves Simanya, Cau Emboscats, Cova Bofi i Roca Encavalcada",Senderisme,"a prop de Sant Llorenç Savall, Catalunya (España)","16,46km",958m,86,4.79,https://s2.wklcdn.com/image_32/961503/16055226/24372662.400x300.jpg,https://s1.wklcdn.com/image_32/961503/16055226/24372670.400x300.jpg,https://s2.wklcdn.com/image_32/961503/16055226/24372674.400x300.jpg
Parc Natural Cadí-Moixeró: Mirador dels Orris i Rutes del Trencapinyes i de la Marmota (Berguedà),Senderisme,"a prop de Bagà, Catalunya (España)","8,61km",323m,86,4.0,https://s0.wklcdn.com/image_40/1205870/36829854/23908908.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/36829854/23908910.400x300.jpg,https://s2.wklcdn.com/image_40/1205870/36829854/23908913.400x300.jpg
VILADRAU - ELS REFRESCANTS BOSCOS I FONTS DEL MONTSENY,Senderisme,"a prop de Viladrau, Catalunya (España)","12,93km",380m,86,4.89,https://s0.wklcdn.com/image_198/5961556/75834567/49581933.400x300.jpg,https://s1.wklcdn.com/image_198/5961556/75834567/49581934.400x300.jpg,https://s1.wklcdn.com/image_198/5961556/75834567/49581937.400x300.jpg
Palafrugell - Ermedàs - Gravats del Puig Calobrer - Pedra de Rapinya - Calella 2015-02-08 9:18,Senderisme,"a prop de Palafrugell, Catalunya (España)","13,25km",245m,86,4.67,https://s1.wklcdn.com/image_1/34039/8825596/5204440.400x300.jpg,https://s2.wklcdn.com/image_1/34039/8825596/5204444.400x300.jpg,https://s2.wklcdn.com/image_1/34039/8825596/5204447.400x300.jpg
Colades Basàltiques-Fonts i Verlets,Senderisme,"a prop de Sant Joan les Fonts, Catalunya (España)","6,77km",113m,86,4.33,https://s1.wklcdn.com/image_11/346608/8184794/4748947.400x300.jpg,https://s2.wklcdn.com/image_11/346608/8184794/4748948.400x300.jpg,https://s1.wklcdn.com/image_11/346608/8184794/4748950.400x300.jpg
130605 MONTSANT 100x100. GARMIN .St Antoni-Pont Natural-Llibreria-Toll de l'Ou-Pi Carabasseta-Antoni,Senderisme,"a prop de Ulldemolins, Catalunya (España)","16,11km",1035m,86,4.08,https://s1.wklcdn.com/image_3/106466/4625392/2330128.400x300.jpg,https://s2.wklcdn.com/image_3/106466/4625392/2330132.400x300.jpg,https://s1.wklcdn.com/image_3/106466/4625392/2330134.400x300.jpg
"Santuari dels Munts, Puigcornador i St Salvador de Bellver pel Roure de la Senyora, Balma de Serinyà i Font de les Donzelles",Senderisme,"a prop de Sant Boi de Lluçanès, Catalunya (España)","17,89km",660m,86,4.67,https://s0.wklcdn.com/image_32/961503/15639067/27101367.400x300.jpg,https://s2.wklcdn.com/image_32/961503/15639067/27101372.400x300.jpg,https://s2.wklcdn.com/image_32/961503/15639067/27101375.400x300.jpg
Montserrat-Vinya Nova-Camí dels Francesos-Sant Jeroni-Camí del Pont,Senderisme,"a prop de Collbató, Catalunya (España)","8,82km",748m,86,4.59,https://s2.wklcdn.com/image_11/346608/5822112/3125561.400x300.jpg,https://s2.wklcdn.com/image_11/346608/5822112/3125573.400x300.jpg,https://s2.wklcdn.com/image_11/346608/5822112/3125594.400x300.jpg
Penyes Altes de Moixeró i el Moixeró.,Senderisme,"a prop de Bagà, Catalunya (España)","15,36km",1479m,86,4.67,https://s1.wklcdn.com/image_15/452970/18453089/11631520.400x300.jpg,https://s0.wklcdn.com/image_15/452970/18453089/11631546.400x300.jpg,https://s1.wklcdn.com/image_15/452970/18453089/11631601.400x300.jpg
Ruta dels Aiguamolls - Torroella - Estartit - Gola del Ter 2017-05-13 8:06,Senderisme,"a prop de Torroella de Montgrí, Catalunya (España)","20,99km",24m,86,4.34,https://s2.wklcdn.com/image_1/34039/17717354/11179772.400x300.jpg,https://s0.wklcdn.com/image_1/34039/17717354/11179776.400x300.jpg,https://s2.wklcdn.com/image_1/34039/17717354/11179778.400x300.jpg
Oix – Ermita i puig de Bestracà – Vall d’Hortmoier – Riera de Beget,Senderisme,"a prop de Oix, Catalunya (España)","16,41km",872m,86,4.58,https://s0.wklcdn.com/image_5/156652/8950630/5290155.400x300.jpg,https://s1.wklcdn.com/image_5/156652/8950630/5290156.400x300.jpg,https://s2.wklcdn.com/image_5/156652/8950630/5290157.400x300.jpg
Molló-Coll d' Ares-Prats de Molló-Camí de la Retirada,Senderisme,"a prop de Molló, Catalunya (España)","13,52km",545m,86,5.0,https://s0.wklcdn.com/image_0/3958/47105275/31076724.400x300.jpg,https://s0.wklcdn.com/image_0/3958/47105275/31076727.400x300.jpg,https://s1.wklcdn.com/image_0/3958/47105275/31076728.400x300.jpg
Mil·liari romà de La Bisbal del Penedès - Puig de St Antoni - Cova Avenc dels Joans - Ermita St. Antoni de Padua d'Albinyana,Senderisme,"a prop de la Bisbal del Penedès, Catalunya (España)","15,88km",375m,86,5.0,https://s1.wklcdn.com/image_23/704442/19476005/12207676.400x300.jpg,https://s0.wklcdn.com/image_23/704442/19476005/12207702.400x300.jpg,https://s1.wklcdn.com/image_23/704442/19476005/12207709.400x300.jpg
